Index,Title,Author,Year,URL,DOI,Journal,Type,Status,FilePath,Abstract
66,The RL/LLM Taxonomy Tree: Reviewing Synergies Between Reinforcement Learning and Large Language Models,"Pternea, Moschoula and Singh, Prerna and Chakraborty, Abir and Oruganti, Yagna and Milletari, Mirco and Bapat, Sayli and Jiang, Kebei",2024,https://doi.org/10.1613/jair.1.15960,10.1613/jair.1.15960,J. Artif. Int. Res.,article,Failed,,"In this work, we review research studies that combine Reinforcement Learning (RL) and Large Language Models (LLMs), two areas that owe their momentum to the development of Deep Neural Networks (DNNs). We propose a novel taxonomy of three main classes based on the way that the two model types inte..."
67,An Exploratory Evaluation of Large Language Models Using Empirical Software Engineering Tasks,"Liang, Wenjun and Xiao, Guanping",2024,https://doi.org/10.1145/3671016.3674821,10.1145/3671016.3674821,,inproceedings,Failed,,"In empirical software engineering (EMSE), various activities require human participation, such as data collection, processing, analysis, and comprehension. On one hand, these processes are time-consuming and labor-intensive. On the other hand, human participation may introduce bias. With the rise..."
68,Artisan: Automated Operational Amplifier Design via Domain-specific Large Language Model,"Chen, Zihao and Huang, Jiangli and Liu, Yiting and Yang, Fan and Shang, Li and Zhou, Dian and Zeng, Xuan",2024,https://doi.org/10.1145/3649329.3655903,10.1145/3649329.3655903,,inproceedings,Failed,,"This paper presents Artisan, an automated operational amplifier design framework using large language models (LLMs). We develop a bidirectional representation to align abstract circuit topologies with their structural and functional semantics. We further employ Tree-of-Thoughts and Chain-of-Thoug..."
69,DRC-Coder: Automated DRC Checker Code Generation Using LLM Autonomous Agent,"Chang, Chen-Chia and Ho, Chia-Tung and Li, Yaguang and Chen, Yiran and Ren, Haoxing",2025,https://doi.org/10.1145/3698364.3705347,10.1145/3698364.3705347,,inproceedings,Failed,,"In the advanced technology nodes, the integrated design rule checker (DRC) is often utilized in place and route tools for fast optimization loops for power-performance-area. Implementing integrated DRC checkers to meet the standard of commercial DRC tools demands extensive human expertise to inte..."
70,Enhancing Multi-Agent Communication Collaboration through GPT-Based Semantic Information Extraction and Prediction,"Deng, Xinfeng and Zhou, Li and Dong, Dezun and Wei, Jibo",2024,https://doi.org/10.1145/3674399.3674432,10.1145/3674399.3674432,,inproceedings,Failed,,"In recent years, research has shown that effective communication among multiple agents can enhance collaboration. However, the volume of observation information in multi-agent systems is massive and redundant, posing significant challenges to direct transmission in communication systems. This pap..."
71,AutonomousCyber '24: Proceedings of the Workshop on Autonomous Cybersecurity,,2024,,,,proceedings,Failed,,"It is our great pleasure to welcome you to the inaugural edition of the 1st International Workshop on Autonomous Cybersecurity (AutonomousCyber 2024). As part of the 31st ACM Conference on Computer and Communications Security (ACM CCS 2024), this workshop provides an important platform for resear..."
72,A human motivation driven based user-activity recommending service using AIGC and self-supervised agent cluster with debating scheme,"Chen, Hongzhi and Gu, Shijia and Wang, Xiaoyan and Pang, Feng and Lin, Xiufeng",2024,https://doi.org/10.1145/3691720.3691807,10.1145/3691720.3691807,,inproceedings,Failed,,"The manuscript introduces a self-supervised agent framework grounded in AIGC and a multi-debate mechanism. This framework leverages the multi-debate mechanism to facilitate the reflection and continuous iterative enhancement of agents, thereby enabling precise invocation of specialized models wit..."
73,"CAMEL: communicative agents for ""mind"" exploration of large language model society","Li, Guohao and Al Kader Hammoud, Hasan Abed and Itani, Hani and Khizbullin, Dmitrii and Ghanem, Bernard",2023,,,,inproceedings,Failed,,"The rapid advancement of chat-based language models has led to remarkable progress in complex task-solving. However, their success heavily relies on human input to guide the conversation, which can be challenging and time-consuming. This paper explores the potential of building scalable technique..."
74,The rise of federated intelligence: from federated foundation models toward collective intelligence,"Long, Guodong",2024,https://doi.org/10.24963/ijcai.2024/980,10.24963/ijcai.2024/980,,inproceedings,Unknown,,"The success of foundation models advances the development of various intelligent and personalized agents to handle intricate tasks in their daily lives, however finite resources and privacy concerns from end users limit the potential of customizing the large intelligent agents for personal use. T..."
75,"Embodied Intelligence: A Synergy of Morphology, Action, Perception and Learning","Liu, Huaping and Guo, Di and Cangelosi, Angelo",2025,https://doi.org/10.1145/3717059,10.1145/3717059,ACM Comput. Surv.,article,Failed,,"Embodied intelligence emphasizes that the intelligence is affected by the tight coupling of brain, body, and environment. It is continuously and dynamically generated through the process of information perception and physical interaction with the environment. During the past years, the research s..."
76,RMEL '24: Proceedings of the First ACM International Workshop on Resource-efficient Mobile and Embedded LLM System in AIoT,,2024,,,,proceedings,Failed,,
77,"Exploration, Collaboration, and Applications in Multi-Agent Reinforcement Learning","Chen, Jingdi",2025,https://doi.org/10.1145/3712170.3712181,10.1145/3712170.3712181,SIGMETRICS Perform. Eval. Rev.,article,Failed,,"Research Summary: In recent years, the field of humancentric decision-making has emerged as a critical area of research, driven by its potential to fundamentally reshape how decisions are made across a variety of complex systems. Human-centric decision-making is characterized by considerable vari..."
78,LLM Based Multi-agent Generation of Semi-structured Documents from Semantic Templates in the Public Administration Domain,"Musumeci, Emanuele and Brienza, Michele and Suriani, Vincenzo and Nardi, Daniele and Bloisi, Domenico Daniele",2024,https://doi.org/10.1007/978-3-031-60615-1_7,10.1007/978-3-031-60615-1_7,,inproceedings,Failed,,"In the last years’ digitalization process, the creation and management of documents in various domains, particularly in Public Administration (PA), have become increasingly complex and diverse. This complexity arises from the need to handle a wide range of document types, often characterized by s..."
79,Against The Achilles' Heel: A Survey on Red Teaming for Generative Models,"Lin, Lizhi and Mu, Honglin and Zhai, Zenan and Wang, Minghan and Wang, Yuxia and Wang, Renxi and Gao, Junjie and Zhang, Yixuan and Che, Wanxiang and Baldwin, Timothy and Han, Xudong and Li, Haonan",2025,https://doi.org/10.1613/jair.1.17654,10.1613/jair.1.17654,J. Artif. Int. Res.,article,Failed,,"Generative models are rapidly gaining popularity and being integrated into everyday applications, raising concerns over their safe use as various vulnerabilities are exposed. In light of this, the field of red teaming is undergoing fast-paced growth, highlighting the need for a comprehensive surv..."
81,ACM-TURC '24: Proceedings of the ACM Turing Award Celebration Conference - China 2024,,2024,,,,proceedings,Failed,,
81,ACM-TURC '24: Proceedings of the ACM Turing Award Celebration Conference - China 2024,,2024,,,,proceedings,Failed,,
82,"An IS Research Agenda on Large Language Models: Development, Applications, and Impacts on Business and Management","Chau, Michael and Xu, Jennifer",2025,https://doi.org/10.1145/3713032,10.1145/3713032,ACM Trans. Manage. Inf. Syst.,article,Failed,,"Large language models have been advancing very rapidly and are making substantial impacts on all areas of business and management. We review the development of large language models and their applications in business and management, and identify the major issues and challenges faced by both pract..."
83,Zero-shot Knowledge Graph Question Generation via Multi-agent LLMs and Small Models Synthesis,"Zhao, Runhao and Tang, Jiuyang and Zeng, Weixin and Chen, Ziyang and Zhao, Xiang",2024,https://doi.org/10.1145/3627673.3679805,10.1145/3627673.3679805,,inproceedings,Failed,,"Knowledge Graph Question Generation (KGQG) is the task of generating natural language questions based on the given knowledge graph (KG). Although extensively explored in recent years, prevailing models predominantly depend on labelled data for training deep learning models or employ large paramet..."
839,Front Matter,,2024,,,,inproceedings,Failed,,
85,Parrot: efficient serving of LLM-based applications with semantic variable,"Lin, Chaofan and Han, Zhenhua and Zhang, Chengruidong and Yang, Yuqing and Yang, Fan and Chen, Chen and Qiu, Lili",2024,,,,inproceedings,Failed,,"The rise of large language models (LLMs) has enabled LLM-based applications (a.k.a. AI agents or co-pilots), a new software paradigm that combines the strength of LLM and conventional software. Diverse LLM applications from different tenants could design complex workflows using multiple LLM reque..."
86,Exploring the Potential of Large Language Models in Self-adaptive Systems,"Li, Jialong and Zhang, Mingyue and Li, Nianyu and Weyns, Danny and Jin, Zhi and Tei, Kenji",2024,https://doi.org/10.1145/3643915.3644088,10.1145/3643915.3644088,,inproceedings,Failed,,"Large Language Models (LLMs), with their abilities in knowledge acquisition and reasoning, can potentially enhance the various aspects of Self-adaptive Systems (SAS). Yet, the potential of LLMs in SAS remains largely unexplored and ambiguous, due to the lack of literature from flagship conference..."
87,"Multi-agent, human–agent and beyond: A survey on cooperation in social dilemmas","Mu, Chunjiang and Guo, Hao and Chen, Yang and Shen, Chen and Hu, Die and Hu, Shuyue and Wang, Zhen",2024,https://doi.org/10.1016/j.neucom.2024.128514,10.1016/j.neucom.2024.128514,Neurocomput.,article,Failed,,
88,AutoTQA: Towards Autonomous Tabular Question Answering through Multi-Agent Large Language Models,"Zhu, Jun-Peng and Cai, Peng and Xu, Kai and Li, Li and Sun, Yishen and Zhou, Shuai and Su, Haihuang and Tang, Liu and Liu, Qi",2024,https://doi.org/10.14778/3685800.3685816,10.14778/3685800.3685816,Proc. VLDB Endow.,article,Failed,,"With the growing significance of data analysis, several studies aim to provide precise answers to users' natural language questions from tables, a task referred to as tabular question answering (TQA). The state-of-the-art TQA approaches are limited to handling only single-table questions. However..."
89,Automating the Enterprise with Foundation Models,"Wornow, Michael and Narayan, Avanika and Opsahl-Ong, Krista and McIntyre, Quinn and Shah, Nigam and R\'{e",2024,https://doi.org/10.14778/3681954.3681964,10.14778/3681954.3681964,Proc. VLDB Endow.,article,Failed,,"Automating enterprise workflows could unlock $4 trillion/year in productivity gains. Despite being of interest to the data management community for decades, the ultimate vision of end-to-end workflow automation has remained elusive. Current solutions rely on process mining and robotic process aut..."
